FUND CODE,FUND NAME,ISIN CODE,CURRENCY,NAV DATE,NAV PER SHARE,PREVIOUS NAV,TOTAL NET ASSET,FUND TOTAL NET ASSET,TIS,TOTAL TIS AMOUNT,AMOUNT REDEMPTION,AMOUNT SUBSCRIPTION,QUANTITY REDEMPTION,QUANTITY SUBSCRIPTION
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151027,99.99,99.980000,24158451.77,24158451.77,.081653,19727.37,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151026,99.98,99.960000,24155849.46,24155849.46,.074758,18061.44,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151023,99.96,99.940000,24150664.99,24150664.99,.058424,14115.14,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151022,99.94,99.950000,24145781.99,24145781.99,.05257,12701.01,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151021,99.95,99.950000,24147698.87,24147698.87,.046774,11300.55,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151020,99.95,99.950000,24146845.25,24146845.25,.040872,9874.78,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151019,99.95,99.940000,24146917.3,24146917.3,.033624,8123.45,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151127,101.16,101.120000,44590888.07,44590888.07,.785401,346191.39,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151126,101.12,101.130000,44571584.14,44571584.14,.775409,341787.21,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151125,101.13,101.230000,44576489.79,44576489.79,.744225,328041.53,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151124,101.23,101.260000,44620596.26,44620596.26,.748101,329750,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151123,101.26,101.230000,44634212.92,44634212.92,.702772,309769.78,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151120,101.23,101.190000,44619054.08,44619054.08,.665969,293547.64,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151119,101.19,101.140000,44604321.47,44604321.47,.712652,314124.75,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151118,101.14,100.990000,44580711.72,44580711.72,.70069,308852.35,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151117,100.99,101.010000,44515139.05,44515139.05,.649881,286456.66,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151116,101.01,101.080000,44523324.67,44523324.67,.614267,270758.41,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151113,101.08,101.170000,44553792.78,44553792.78,.589929,260030.59,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151112,101.17,101.150000,44595335.85,44595335.85,.615395,271255.84,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151111,101.15,101.160000,44584807.87,44584807.87,.608329,268141.23,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151110,101.16,101.240000,44589860.49,44589860.49,.571667,251981.1,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151109,101.24,101.280000,44625108.09,44625108.09,.573258,252682.21,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151106,101.28,101.290000,44644425.36,44644425.36,.50982,224719.8,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151105,101.29,101.200000,44644870.26,44644870.26,.508167,223991.41,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151104,101.2,101.000000,44607871.43,44607871.43,.476857,210190.43,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151103,101,100.910000,44520822.58,44520822.58,.418227,184347.44,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151102,100.91,100.890000,44481102.56,44481102.56,.404427,178264.57,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151030,100.89,100.860000,44472064.73,44472064.73,.437151,192688.67,0,200000.03,0,1982.947
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151029,100.86,100.740000,44257751.19,44257751.19,.372832,163598.54,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151028,100.74,100.810000,44204206.12,44204206.12,.357177,156729.06,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151027,100.81,100.710000,44233897.13,44233897.13,.353748,155224.73,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151026,100.71,100.390000,44189978.18,44189978.18,.352763,154792.31,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151023,100.39,100.200000,44051473.4,44051473.4,.273316,119931.15,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151022,100.2,100.230000,43967352.72,43967352.72,.180407,79162.81,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151021,100.23,100.230000,43982762.87,43982762.87,.194148,85192.25,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151020,100.23,100.110000,43981564.88,43981564.88,.118192,51862.66,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151019,100.11,99.980000,43926888.46,43926888.46,.050578,22193.5,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151016,99.94,99.940000,24145914.47,24145914.47,.016759,4048.9,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151015,99.94,99.930000,24144576.57,24144576.57,.010832,2617.09,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151014,99.93,99.940000,24144107.52,24144107.52,.005371,1297.55,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151210,100.76,101.150000,3545670.14,3837578.89,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151210,97.3,97.680000,291908.75,3837578.89,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151209,101.15,101.420000,3559231.39,3852263.3,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151209,97.68,97.940000,293031.91,3852263.3,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151208,101.42,103.130000,3568864.33,3862695.72,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151208,97.94,99.590000,293831.39,3862695.72,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151207,103.13,102.590000,3628763.69,3927533.79,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151207,99.59,99.080000,298770.1,3927533.79,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151204,102.59,103.290000,3609868.19,3907102.78,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151204,99.08,99.760000,297234.59,3907102.78,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151203,103.29,105.690000,3634575.83,3933851.24,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151203,99.76,102.080000,299275.41,3933851.24,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151202,105.69,105.520000,3719128.59,4025373.41,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151202,102.08,101.920000,306244.82,4025373.41,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151201,105.52,105.550000,3713079.52,4018833.25,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151201,101.92,101.950000,305753.73,4018833.25,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151130,105.55,105.070000,3714004.9,4019841.92,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151130,101.95,101.490000,305837.02,4019841.92,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151127,105.07,105.130000,3697064.74,4001527.66,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151127,101.49,101.550000,304462.92,4001527.66,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151126,105.13,104.390000,3699238.5,4003887.56,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151126,101.55,100.840000,304649.06,4003887.56,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151125,104.39,103.270000,3673223.23,3975736.9,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151125,100.84,99.760000,302513.67,3975736.9,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151124,103.27,104.460000,3633738.9,3933007.38,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151124,99.76,100.910000,299268.48,3933007.38,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151123,104.46,104.650000,3675579.44,3978300.81,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151123,100.91,101.100000,302721.37,3978300.81,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151120,104.65,104.420000,3682370,3985671.61,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151120,101.1,100.880000,303301.61,3985671.61,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151119,104.42,103.490000,3674287.21,3976930.16,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151119,100.88,99.990000,302642.95,3976930.16,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151118,103.49,103.500000,3641592.55,3941549.33,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151118,99.99,99.990000,299956.78,3941549.33,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151117,103.5,101.580000,3641764.14,3941742.23,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151117,99.99,98.140000,299978.09,3941742.23,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151116,101.58,101.150000,3574279.4,3868705.35,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151116,98.14,97.740000,294425.95,3868705.35,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151113,101.15,101.730000,3559390.5,3852610.03,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151113,97.74,98.300000,293219.53,3852610.03,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151112,101.73,102.820000,3579583.82,3874473.5,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151112,98.3,99.350000,294889.68,3874473.5,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151111,102.82,102.060000,3617875.62,3915926.81,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151111,99.35,98.620000,298051.19,3915926.81,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151110,102.06,101.870000,3591361.53,3887235.17,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151110,98.62,98.440000,295873.64,3887235.17,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151109,101.87,102.900000,3584406.75,3879714.06,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151109,98.44,99.440000,295307.31,3879714.06,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151106,102.9,103.100000,3620644.57,3918958.1,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151106,99.44,99.640000,298313.53,3918958.1,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151105,103.1,103.470000,3627925.42,3926845.68,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151105,99.64,100.000000,298920.26,3926845.68,0,0,0,0,0,0
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151104,103.47,102.900000,3640773.95,3940773.95,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1248419928,EUR,20151104,100,0.000000,300000,3940773.95,0,0,0,300000,0,3000
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151103,102.9,102.610000,3620817.16,3620817.16,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151102,102.61,102.510000,3610641.45,3610641.45,0,0,0,500000.01,0,4877.573
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151030,102.51,102.550000,3107200.08,3107200.08,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151029,102.55,102.480000,3108438.99,3108438.99,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151028,102.48,101.520000,3106082.25,3106082.25,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151027,101.52,102.790000,3077178.41,3077178.41,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151026,102.79,102.850000,3115688.3,3115688.3,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151023,102.85,101.680000,3117429.11,3117429.11,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151022,101.68,100.330000,3082056.19,3082056.19,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151021,100.33,100.370000,3040861.81,3040861.81,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151020,100.37,100.390000,3042111.21,3042111.21,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151019,100.39,100.090000,3042674.94,3042674.94,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151016,100.09,99.640000,3033834.67,3033834.67,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151015,99.64,98.420000,3020053.65,3020053.65,0,0,,,,
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151014,98.42,100.000000,2982969.08,2982969.08,0,0,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151016,99.98,99.810000,43872020.8,43872020.8,.035294,15487.15,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151015,99.81,99.920000,43796966.5,43796966.5,.004524,1985.11,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151014,99.92,100.000000,43844995.64,43844995.64,.010369,4550,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151012,100,,24160000,24160000,0,0,0,24160000,0,241600
LU1715,SHELTER INVEST - EUROPE FACTOR  FUND,LU1224679883,EUR,20151013,100,,3031000,3031000,0,0,0,3031000,0,30310
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151013,100,,43880000,43880000,0,0,0,43880000,0,438800
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151013,99.94,100.000000,24144468.35,24144468.35,-.001084,-261.94,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151118,100,,44000000,44000000,,,0,44000000,0,440000
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151231,100.23,100.700000,43880756.06,43880756.06,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151230,100.7,100.720000,44085016.38,44085016.38,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151229,100.72,99.890000,44094283.63,44094283.63,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151228,99.89,99.840000,43731775.16,43731775.16,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151224,99.84,99.760000,43711221.3,43711221.3,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151223,99.76,98.830000,43673973.6,43673973.6,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151222,98.83,98.560000,43267367.04,43267367.04,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151221,98.56,99.310000,43148503.87,43148503.87,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151218,99.31,99.210000,43478607.3,43478607.3,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151217,99.21,98.490000,43436312.82,43436312.82,,,1615957.05,1400000.09,16407.321,14214.642
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151216,98.49,98.210000,43335194.39,43335194.39,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151215,98.21,97.030000,43212933.2,43212933.2,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151214,97.03,97.650000,42693735.59,42693735.59,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151211,97.65,98.570000,42964752.13,42964752.13,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151210,98.57,98.470000,43372791.31,43372791.31,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151209,98.47,99.000000,43326318.78,43326318.78,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151208,99,99.590000,43560231.13,43560231.13,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151207,99.59,98.910000,43817423.86,43817423.86,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151204,98.91,99.550000,43521065.6,43521065.6,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151203,99.55,100.760000,43801374.78,43801374.78,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151202,100.76,101.280000,44335181.14,44335181.14,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151201,101.28,100.770000,44561671.91,44561671.91,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151130,100.77,100.640000,44339801.66,44339801.66,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151127,100.64,100.480000,44280876.74,44280876.74,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151126,100.48,100.280000,44212003.7,44212003.7,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151125,100.28,99.110000,44124120,44124120,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151124,99.11,100.240000,43606329.07,43606329.07,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151123,100.24,101.070000,44107369.6,44107369.6,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151120,101.07,100.750000,44471782.47,44471782.47,,,,,,
LU1737,Shelter-Invest Real Estate Low Vol Fd,LU1248420777,EUR,20151119,100.75,100.000000,44331479.91,44331479.91,,,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151231,99.87,99.870000,24869818.5,24869818.5,.411077,102363.38,400000.02,0,4005.207,0
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151230,99.87,99.900000,25270001.08,25270001.08,.405847,102686.6,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151229,99.9,99.930000,25276346.17,25276346.17,.400045,101218.44,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151228,99.93,99.910000,25283396.49,25283396.49,.425162,107573.46,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151224,99.91,99.910000,25279460.47,25279460.47,.40444,102330.6,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151223,99.91,99.930000,25279493,25279493,.398187,100748.45,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151222,99.93,99.940000,25284039.37,25284039.37,.393504,99563.41,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151221,99.94,99.930000,25286320.42,25286320.42,.386278,97735.21,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151218,99.93,99.920000,25283047.14,25283047.14,.37062,93773.48,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151217,99.92,99.930000,25281600.48,25281600.48,.364953,92339.7,2859923.05,5000000.05,28619.264,50035.025
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151216,99.93,99.920000,23143501.28,23143501.28,.360279,83441.4,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151215,99.92,99.930000,23141790.13,23141790.13,.353087,81775.67,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151214,99.93,99.950000,23143574.08,23143574.08,.346513,80253.18,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151211,99.95,99.960000,23148216.27,23148216.27,.328598,76103.85,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151210,99.96,99.950000,23150289.25,23150289.25,.330715,76594.31,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151209,99.95,99.970000,23148025.41,23148025.41,.325292,75338.33,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151208,99.97,99.980000,23153092.84,23153092.84,.31859,73786.07,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151207,99.98,99.970000,23155496.31,23155496.31,.311177,72069.24,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151204,99.97,100.000000,23153546.33,23153546.33,.29437,68176.79,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151203,100,100.040000,23160957.02,23160957.02,.28841,66796.38,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151202,100.04,100.030000,23168409.73,23168409.73,.2823,65381.2,,,,
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151201,100.03,100.020000,23167225.38,23167225.38,.276368,64007.48,999999.96,0,9998,0
LU1736,SHELTER INVEST - SHORT TERM INCOME,LU1248420421,EUR,20151130,100.02,100.010000,24164995.9,24164995.9,.268966,64982.16,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151231,100.26,100.290000,43794083.23,43794083.23,.814536,355777.95,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151230,100.29,100.220000,43803660.2,43803660.2,.822378,359203.15,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151229,100.22,100.210000,43774306.39,43774306.39,.767035,335029.98,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151228,100.21,100.180000,43771773.46,43771773.46,.790512,345284.71,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151224,100.18,100.050000,43758184.13,43758184.13,.775948,338923.4,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151223,100.05,100.030000,43699702.19,43699702.19,.713383,311595.73,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151222,100.03,100.090000,43692576.57,43692576.57,.724743,316557.4,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151221,100.09,100.210000,43717058.08,43717058.08,.750976,328015.75,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151218,100.21,100.080000,43772091.02,43772091.02,.760075,331990.19,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151217,100.08,99.940000,43715338.44,43715338.44,.694865,303507.19,1399460.02,1000000.04,14003.002,10006.004
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151216,99.94,99.700000,44053799.33,44053799.33,.691022,304590.59,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151215,99.7,100.140000,43944216.19,43944216.19,.629369,277415,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151214,100.14,100.550000,44140968.8,44140968.8,.636326,280481.66,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151211,100.55,100.650000,44318765.32,44318765.32,.666143,293624.29,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151210,100.65,100.760000,44364423.7,44364423.7,.647077,285220.69,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151209,100.76,100.960000,44412678.54,44412678.54,.68135,300327.57,,,,
LU1735,SHELTER INVEST - LOW VOLATILITY,LU1248420264,EUR,20151208,100.96,100.980000,44502067.39,44502067.39,.686768,302715.79,,,,
